56,0.0242550189,0.0231069814,0.0229863142
56,0.0225014835,0.0224781179,0.5219333933
56,0.5247321426,0.0224829864,0.0238028522
56,0.0230343826,0.5246739206,0.0241385841
56,0.024075073,0.5233414977,0.5236241908
56,0.5231488225,0.0238742843,0.5235175776
56,0.5233275797,0.5224668422,0.0234438145
56,0.5239521323,0.5239130365,0.5229149165
22,0.7816672141,0.7798960945,0.2797172424
22,0.2797916417,0.280800664,0.7812747316
22,0.7779667139,0.2809697266,0.778829392
22,0.2808636721,0.7798572507,0.281200387
22,0.2787851135,0.7812725753,0.7789902745
22,0.7816477858,0.2804562195,0.2805488949
22,0.7795170824,0.7811031675,0.7823275508
22,0.2818868829,0.2788909842,0.2827728427
8,0.2649427817,0.2674618166,0.0141656986
8,0.7678205921,0.7679369142,0.0123092157
8,0.7631791537,0.2683636841,0.0099745215
8,0.2649485984,0.7685242081,0.0119197184
8,0.0090078049,0.2666219541,0.2663703631
8,0.0111563229,0.7688800838,0.766820104
8,0.0135846479,0.7659541033,0.2657271575
8,0.0102995446,0.269662945,0.7675145536
8,0.2645905948,0.0131344207,0.2635454943
8,0.7673200816,0.0125648777,0.7673154252
8,0.2665806328,0.0111634681,0.7698252211
8,0.7666687966,0.0149239685,0.267796545
8,0.2685053908,0.2631913,0.5137901935
8,0.7646688209,0.7683803699,0.5125548267
8,0.7678351314,0.2660072786,0.5134925094
8,0.2691179038,0.770631174,0.5140093684
8,0.5114619675,0.2666112749,0.2689980161
8,0.5108332613,0.763577207,0.7670435994
8,0.5118736139,0.7679215392,0.2652383905
8,0.5134876926,0.2688288722,0.7661048624
8,0.2698823639,0.5116763366,0.2688653812
8,0.7648228506,0.5118572969,0.7685336929
8,0.2693216901,0.5131294518,0.7635798306
8,0.768988106,0.5136334395,0.2677083996
